Name,GrammyAward, DB Row , Peak_chart , Week_chart ,Genre
I Think,0, 139 , -   , -   ,Electro-Funk
Celebrate,0, 140 , -   , -   ,Trap
Jealous,0, 141 , -   , -   ,Rap
Running Out Of Time,0, 142 , -   , -   ,Rap
Igor's Theme,0, 143 , -   , -   ,Alternative
New Magic Wand,0, 144 , -   , -   ,Experimental
A Boy Is A Gun,0, 145 , -   , -   ,Rap
What's Good,0, 146 , -   , -   ,Rap
What If I Never Get Over You,0, 147 , -   , -   ,Ballad
Puppet,0, 148 , -   , -   ,Rap
Weather The Storm,0, 149 , -   , -   ,Atlanta
Here Tonight,0, 150 , 42 , 20 ,Country
Be Alright,0, 151 , 23 , 29 ,Rock
Drip Too Hard,0, 152 , 4 , 35 ,Hip-Hop
"Thank U, Next",0, 153 , 1 , 28 ,Dream-Pop
Baby Shark,0, 154 , 32 , 20 ,Alternative Rock
Make It Sweet,0, 155 , 56 , 20 ,Country
Shot Clock,0, 156 , 62 , 16 ,UK
I'm So Tired...,0, 157 , 81 , 6 ,Pop
You Should See Me In A Crown,0, 158 , 41 , 8 ,Indie
SOS,0, 159 , 68 , 4 ,Electro
Wish You Were Gay,0, 160 , 31 , 11 ,Indie
That's A Rack,0, 161 , 76 , 5 ,East Coast
Rule The World,0, 162 , 94 , 2 ,R&;B
Die Young,0, 163 , 99 , 2 ,R&;B
Close To Me,0, 164 , 24 , 25 ,Electronic Trap
Swervin,0, 166 , 38 , 20 ,Trap
Power Is Power,0, 167 , 90 , 2 ,Hip-Hop
I've Been Waiting,0, 168 , 62 , 9 ,Hip-Hop
Secreto,0, 169 , 68 , 11 ,Puerto Rico
Faucet Failure,0, 170 , 87 , 11 ,Hip-Hop
Youngblood,0, 171 , 7 , 48 ,New Wave
Floating,0, 172 , -   , -   ,Rap
CHopstix,0, 173 , -   , -   ,Rap
Light It Up,0, 174 , -   , -   ,R&;B
Numb Numb Juice,0, 175 , 55 , 2 ,Rap
Love Me Anyway,0, 176 , -   , -   ,Pop
Kill This Love,0, 177 , 41 , 4 ,Trap
Better Now,0, 178 , 3 , 52 ,R&;B
Bad Liar,0, 179 , 56 , 9 ,Rock
Slide,0, 180 , -   , -   ,Trap
Saturday Nights,0, 181 , 57 , 12 ,Remix
Pure Cocaine,0, 182 , 46 , 16 ,Motown
This Is It,0, 183 , 42 , 20 ,Country
My Strange Addiction,0, 184 , 43 , 4 ,Alternative Pop
Let Me Down Slowly,0, 185 , 79 , 9 ,Pop
Xanny,0, 186 , 35 , 4 ,Indie
One That Got Away,0, 187 , 67 , 9 ,Country
MIA,0, 188 , 5 , 27 ,Latin Urban
Money,0, 190 , 13 , 26 ,Hip-Hop
Blue On Black,0, 191 , -   , -   ,Rock
Double Up,0, 192 , 65 , 3 ,West Coast
Undrunk,0, 193 , 61 , 6 ,Pop
Last Time That I Checc'd,0, 194 , 76 , 3 ,West Coast
There Was This Girl,0, 195 , 70 , 8 ,Country
My Bad,0, 196 , 55 , 3 ,R&;B
Monopoly,0, 197 , 69 , 2 ,R&;B
Don't Pretend,0, 198 , -   , -   ,R&;B
Bad Luck,0, 199 , -   , -   ,Pop
All The Good Girls Go To Hell,0, 200 , 46 , 2 ,Alternative Pop
Right Back,0, 201 , -   , -   ,Pop
Inmortal,0, 202 , -   , -   ,Dominican Republic
Dedication,0, 203 , 93 , 2 ,West Coast
Victory Lap,0, 204 , -   , -   ,West Coast
ZEZE,0, 205 , 2 , 25 ,East Coast
I Love You,0, 206 , -   , -   ,Indie Pop
Ilomilo,0, 207 , -   , -   ,Chillhop
Listen Before I Go,0, 208 , -   , -   ,Soul Pop
8,0, 209 , -   , -   ,Alternative
Twerk,0, 210 , 29 , 13 ,East Coast
Lovely,0, 211 , 64 , 22 ,Pop
I Can't Get Enough,0, 212 , 66 , 5 ,Colombia
Millionaire,0, 213 , 47 , 17 ,Country
Girl Like You,0, 214 , 46 , 19 ,Country
I Like It,0, 215 , 1 , 51 ,Trap
Lucid Dreams,0, 216 , 2 , 46 ,Hip-Hop
Taki Taki,0, 217 , 11 , 26 ,Rap
Down To The Honkytonk,0, 218 , 65 , 13 ,Country
Price On My Head,0, 219 , -   , -   ,Cloud Rap
Confessions Of A Dangerous Mind,0, 220 , -   , -   ,Hip-Hop
Take It From Me,0, 221 , 46 , 13 ,Country
Splashin,0, 222 , 80 , 5 ,Rap
Hear Me Calling,0, 224 , 38 , 4 ,Cloud Rap
Undecided,0, 225 , 35 , 12 ,Tropical House
Calling My Spirit,0, 226 , 46 , 17 ,Trap
Last Hurrah,0, 227 , -   , -   ,UK
Empty,0, 228 , 41 , 3 ,Emo Rap
Love Wins,0, 229 , 83 , 10 ,Country
Sally Walker,0, 230 , -   , -   ,Dance
Ella Quiere Beber,0, 231 , 61 , 20 ,Puerto Rico
Fast,0, 232 , 47 , 2 ,Cloud Rap
Slow Dancing In The Dark,0, 233 , -   , -   ,Soul
Wake Up In The Sky,0, 234 , 11 , 26 ,Island Music
Maze,0, 235 , -   , -   ,Emo Rap
What Makes You Country,0, 236 , 54 , 11 ,Country
Flaws And Sins,0, 237 , -   , -   ,Emo Rap
Nights Like This,0, 238 , 67 , 9 ,West Coast
Always Remember Us This Way,0, 239 , 41 , 9 ,TV
Leave Me Alone,0, 240 , 20 , 25 ,Rap
Mo Bamba,0, 241 , 6 , 28 ,Hip-Hop
Burn Out,0, 242 , 63 , 9 ,Country
Red Room,0, 243 , 49 , 3 ,Trap
Whip,0, 244 , -   , -   ,Rap
Needy,0, 245 , 14 , 4 ,R&;B
Momma I Hit A Lick,0, 246 , -   , -   ,West Coast
Backin' It Up,0, 247 , 40 , 20 ,Rap
Legacy,0, 248 , -   , -   ,Motown
I'll Never Love Again,0, 249 , 36 , 7 ,Musicals
How Did I Get Here,0, 250 , -   , -   ,East Coast
NASA,0, 251 , 17 , 3 ,Trap
Outstanding,0, 252 , -   , -   ,Trap
Be Like Me,0, 253 , -   , -   ,Trap
3 Headed Snake,0, 254 , -   , -   ,Trap
Wit It,0, 255 , -   , -   ,Cloud Rap
This Feeling,0, 256 , 50 , 20 ,EDM
One Call,0, 257 , 56 , 2 ,Cloud Rap
Nothing Breaks Like A Heart,0, 258 , 43 , 13 ,Nu Disco
Lick,0, 260 , -   , -   ,Motown
Bad Idea,0, 261 , 27 , 3 ,Trap
Speed It Up,0, 262 , -   , -   ,Trap
Bloodline,0, 263 , 22 , 3 ,Dancehall
I Guess I Just Feel Like,0, 264 , -   , -   ,Country
Fake Smile,0, 265 , 26 , 2 ,Neo Soul
Lost In The Fire,0, 266 , 27 , 6 ,Electronic
Ghostin,0, 267 , 25 , 2 ,Dream-Pop
Sixteen,0, 268 , 42 , 15 ,Country
In My Head,0, 269 , 38 , 2 ,Alternative R&;B
Body,0, 270 , 80 , 8 ,Canada
365,0, 271 , -   , -   ,West Coast
Yosemite,0, 272 , 25 , 18 ,Atlanta
Make Up,0, 273 , 48 , 2 ,R&;B
Good Girl,0, 274 , 44 , 15 ,Pop
Arms Around You,0, 275 , 28 , 17 ,Pop
Startender,0, 276 , 59 , 9 ,Motown
Uproar,0, 277 , 7 , 20 ,Rap
Burning Man,0, 278 , 45 , 17 ,Country
You,0, 279 , 58 , 12 ,Rap
Ruin My Life,0, 280 , 76 , 7 ,Scandinavia
Talk To Me,0, 281 , 43 , 16 ,Instrumental Hip-Hop
Rainbow,0, 282 , -   , -   ,Country
Alone,0, 283 , 28 , 11 ,Electronic Trap
Breathin,0, 284 , 12 , 25 ,Dance-Pop
Trip,0, 285 , 11 , 27 ,UK
Love Lies,0, 286 , 9 , 51 ,Soundtrack
First Off,0, 288 , 47 , 3 ,Atlanta
Roses,0, 289 , 85 , 6 ,Emo Rap
Keanu Reeves,0, 290 , 38 , 3 ,DMV
No Stylist,0, 291 , 47 , 20 ,Trap
Crushed Up,0, 292 , 43 , 5 ,Atlanta
Best Shot,0, 293 , 37 , 20 ,Country
Sauce!,0, 294 , -   , -   ,R&;B
BAD!,0, 295 , 16 , 11 ,Hip-Hop
Blue Tacoma,0, 296 , 52 , 19 ,Country
Natural,0, 297 , 13 , 27 ,Alternative
Jumpin On A Jet,0, 298 , 57 , 2 ,Atlanta
Never Stop,0, 299 , -   , -   ,Atlanta
Consequences,0, 300 , 51 , 12 ,Ballad
Temptation,0, 301 , -   , -   ,Atlanta
Rocket Ship,0, 302 , -   , -   ,Atlanta
Face My Fears,0, 304 , -   , -   ,Theme Song
Call The Coroner,0, 305 , -   , -   ,Atlanta
She Got The Best Of Me,0, 306 , 31 , 23 ,Country
Fine China,0, 307 , 26 , 13 ,Trap
Nuketown,0, 308 , 63 , 6 ,Hip-Hop
Space Cadet,0, 309 , 51 , 6 ,Trap
Butterfly Doors,0, 310 , 81 , 2 ,Trap
Valuable Pain,0, 311 , 87 , 2 ,Rap
Can't Leave Without It,0, 312 , 58 , 4 ,Motown
Good Form,0, 313 , 60 , 6 ,Remix
idontwannabeyouanymore,0, 314 , 96 , 3 ,Dark Pop
Last Shot,0, 315 , 53 , 8 ,Country
Lost In Japan,0, 316 , 48 , 16 ,Canada
Monster,0, 317 , 73 , 3 ,Atlanta
Demons And Angels,0, 318 , 90 , 3 ,Cloud Rap
KIKA,0, 319 , 44 , 6 ,Trap
Dip,0, 320 , 63 , 8 ,West Coast
Lucky You,0, 321 , 6 , 14 ,Rap
Drunk Me,0, 322 , 39 , 21 ,Country
Dangerous,0, 323 , 31 , 20 ,East Coast
whoa,0, 324 , 37 , 3 ,Lo-Fi
All My Friends,0, 325 , 67 , 2 ,Trap
All I Want For Christmas Is You,0, 326 , 3 , 30 ,East Coast
Jingle Bell Rock,0, 327 , 8 , 25 ,Pop
Rockin' Around The Christmas Tree,0, 328 , 9 , 27 ,Christmas
A Holly Jolly Christmas,0, 329 , 10 , 10 ,Pop
The Christmas Song,0, 330 , 11 , 17 ,Pop
It's The Most Wonderful Time Of The Year,0, 331 , 10 , 10 ,Christmas
Rudolph The Red,0, 332 , 16 , 4 ,Christmas
Last Christmas,0, 333 , 25 , 9 ,Christmas
Sleigh Ride,0, 334 , 26 , 3 ,Christmas
Here Comes Santa Claus,0, 335 , 28 , 3 ,Christmas
Feliz Navidad,0, 336 , 29 , 5 ,Rock
Home For The Holidays,0, 337 , 32 , 2 ,Pop
White Christmas,0, 338 , 12 , 15 ,Pop
Blue Christmas,0, 339 , -   , -   ,R&;B
Christmas,0, 340 , 43 , 2 ,Rock
Underneath The Tree,0, 341 , 44 , 4 ,Christmas
Run Rudolph Run,0, 342 , 45 , 4 ,Christmas
Jingle Bells,0, 343 , -   , -   ,Christmas
Cozy Little Christmas,0, 344 , 53 , 2 ,Christmas
Break Da Law,0, 345 , -   , -   ,Trap
1.5,0, 346 , -   , -   ,Motown
Out For The Night,0, 347 , -   , -   ,Trap
Gun Smoke,0, 348 , -   , -   ,Trap
ASMR,0, 349 , -   , -   ,Trap
Wonderful Christmastime,0, 350 , -   , -   ,Rock
MoshPit,0, 351 , -   , -   ,Trap
Testimony,0, 352 , -   , -   ,Rap
Gnarly,0, 353 , -   , -   ,Cloud Rap
Uptown Vibes,0, 354 , 39 , 3 ,East Coast
MAMA,0, 355 , 43 , 4 ,Pop
Broken,0, 356 , 29 , 22 ,Pop
Taste,0, 357 , 8 , 29 ,Trap
Guardian Angel,0, 358 , -   , -   ,Hip-Hop
God Is A Woman,0, 359 , 8 , 22 ,Feminism
I Don't Let Go,0, 360 , -   , -   ,Hip-Hop
What's Free,0, 361 , 20 , 2 ,East Coast
One Minute,0, 362 , -   , -   ,Alternative Metal
Train Food,0, 363 , -   , -   ,Emo Rap
What Are You So Afraid Of,0, 364 , -   , -   ,Pop
Staring At The Sky,0, 365 , -   , -   ,Nu-Metal
Lie,0, 366 , 48 , 20 ,Pop
WAKA,0, 367 , 51 , 3 ,Trap
On Me,0, 368 , 30 , 2 ,East Coast
Difference,0, 369 , -   , -   ,Interlude
TIC TOC,0, 370 , 53 , 3 ,Trap
That's On Me,0, 371 , 56 , 20 ,Rap
FEFE,0, 372 , 3 , 20 ,Hip-Hop
Intro,0, 373 , -   , -   ,Rap
Respect The Game,0, 374 , -   , -   ,East Coast
Ring,0, 375 , 28 , 20 ,West Coast
Trauma,0, 376 , -   , -   ,Rap
Time,0, 377 , -   , -   ,Motown
Ready,0, 378 , -   , -   ,Trap
Championships,0, 379 , -   , -   ,East Coast
Tic Tac Toe,0, 380 , -   , -   ,East Coast
Almost Slipped,0, 381 , -   , -   ,East Coast
Splash Warning,0, 382 , -   , -   ,East Coast
Pay You Back,0, 383 , -   , -   ,East Coast
Foot Fungus,0, 384 , -   , -   ,Trap
Crush A Lot,0, 385 , -   , -   ,Motown
Oodles O' Noodles Babies,0, 386 , -   , -   ,East Coast
STOOPID,0, 387 , 25 , 9 ,Hardcore Hip-Hop
Global,0, 388 , -   , -   ,Motown
Word On The Street,0, 389 , -   , -   ,Motown
In My Feelings,0, 390 , 1 , 22 ,Bounce
Lose It,0, 391 , 28 , 20 ,Country
Yes Indeed,0, 392 , 6 , 29 ,Hip-Hop
Nonstop,0, 393 , 2 , 22 ,Memes
Topanga,0, 395 , 52 , 5 ,Emo Rap
Come Out And Play,0, 396 , -   , -   ,Ballad
10 Freaky Girls,0, 397 , 42 , 4 ,Atlanta
1400 / 999 Freestyle,0, 398 , 55 , 3 ,Emo Rap
I'm A Mess,0, 399 , 35 , 20 ,Pop
Hangin' On,0, 400 , 63 , 13 ,Country
Never Recover,0, 401 , 15 , 8 ,Atlanta
BEBE,0, 402 , 30 , 5 ,Puerto Rico
Rich,0, 403 , 62 , 8 ,Country
Don't Come Out The House,0, 405 , 38 , 4 ,Gangsta Rap
I Love It,0, 406 , 6 , 12 ,Hip-Hop
Falling Down,0, 407 , 13 , 11 ,Alternative
Noticed,0, 408 , 80 , 10 ,Trap
I Like Me Better,0, 409 , 27 , 41 ,Electronic
Psycho,0, 410 , 1 , 39 ,Rap
Sad!,0, 411 , 1 , 38 ,Hip-Hop
Bohemian Rhapsody,0, 412 , 2 , 44 ,Memes
Take One,0, 413 , -   , -   ,Rap
Mona Lisa,0, 414 , 2 , 8 ,West Coast
Desperate Man,0, 415 , 68 , 15 ,Country
Burn The House Down,0, 416 , -   , -   ,Pop
Big Bank,0, 417 , 16 , 24 ,Rap
Love Scars 3,0, 418 , -   , -   ,Emo
Negative Energy,0, 419 , -   , -   ,Emo
Toxic Waste,0, 420 , -   , -   ,Emo
Drew Barrymore,0, 421 , 46 , 14 ,Pop
Jackie Chan,0, 422 , 52 , 19 ,Dance
Back To You,0, 423 , 18 , 26 ,Ballad
Delicate,0, 424 , 12 , 35 ,Synth-Pop
Overdue,0, 425 , -   , -   ,Trap
Last Memory,0, 426 , 54 , 2 ,Motown
Dreamcatcher,0, 427 , -   , -   ,Atlanta
No More,0, 428 , -   , -   ,Emo Rap
Promises,0, 429 , 65 , 12 ,Electronic
No Brainer,0, 430 , 5 , 15 ,Motown
Hotel Key,0, 431 , 48 , 19 ,Country
Killshot,0, 432 , 3 , 8 ,Hip-Hop
Casper,0, 433 , -   , -   ,Trap
Up To Something,0, 434 , -   , -   ,Atlanta
Thriller,0, 435 , 4 , 18 ,Eighties
The Middle,0, 436 , 5 , 40 ,Deutschland
Drunk Girl,0, 437 , 79 , 10 ,Country
Waste It On Me,0, 438 , -   , -   ,Dance
A Million Dreams,0, 439 , -   , -   ,Soundtrack
New Patek,0, 440 , 24 , 7 ,Trap
Break Up In The End,0, 441 , 49 , 17 ,Country
Kamikaze,0, 442 , -   , -   ,Rap
Drowns The Whiskey,0, 443 , 32 , 19 ,Country
No Tears Left To Cry,0, 444 , 3 , 27 ,Electro-Pop
Jet Lag,0, 445 , -   , -   ,Trap
Astronauts,0, 446 , -   , -   ,Trap
Suncity,0, 447 , -   , -   ,Dance-Pop
Yacht Club,0, 449 , -   , -   ,Emo Rap
Make It Back,0, 450 , -   , -   ,Rap
Kiss And Make Up,0, 451 , -   , -   ,Dance-Pop
Africa,0, 452 , 51 , 15 ,Memes
Get Dripped,0, 453 , -   , -   ,Cloud Rap
Meant To Be,0, 454 , 2 , 52 ,Pop Country
Flip The Switch,0, 455 , -   , -   ,Trap
Simple,0, 456 , 32 , 20 ,Country
Pass Out,0, 457 , -   , -   ,Trap
Medicine,0, 458 , 45 , 20 ,YouTube
Biggest Alley Oop,0, 459 , -   , -   ,Rap
Rerun,0, 460 , -   , -   ,Cloud Rap
Don't Cry,0, 461 , 5 , 3 ,Trap
Huncho Dreams,0, 462 , -   , -   ,Trap
Chanel,0, 463 , 78 , 4 ,Atlanta
"Sunrise, Sunburn, Sunset",0, 464 , 35 , 16 ,Country
"If I'm Lyin, I'm Flyin",0, 465 , 56 , 3 ,Trap
Off White VLONE,0, 466 , -   , -   ,Atlanta
Business Is Business,0, 467 , -   , -   ,Atlanta
Is That Alright?,0, 468 , -   , -   ,Musicals
Let It Fly,0, 469 , 10 , 2 ,Trap
Dedicate,0, 470 , 14 , 2 ,Trap
Jumpsuit,0, 471 , 50 , 4 ,Pop
Belly,0, 472 , -   , -   ,Trap
My Blood,0, 473 , -   , -   ,Nu Disco
The Way I Am,0, 474 , 61 , 7 ,Electronic Rock
Can't Be Broken,0, 475 , 17 , 2 ,Rap
Maybe It's Time,0, 476 , -   , -   ,Country
Nico And The Niners,0, 477 , 79 , 2 ,Emo Rap
Deep End,0, 478 , -   , -   ,Atlanta
I Am,0, 479 , -   , -   ,Atlanta
What About Me,0, 480 , -   , -   ,Alternative R&;B
Dark Side Of The Moon,0, 481 , -   , -   ,Trap
Famous,0, 482 , -   , -   ,Rap
Open Letter,0, 483 , -   , -   ,Rap
Problems,0, 484 , -   , -   ,Trap
Hittas,0, 485 , -   , -   ,East Coast
Open Safe,0, 486 , -   , -   ,West Coast
Took His Time,0, 487 , -   , -   ,Trap
Mess,0, 488 , -   , -   ,Trap
Let It All Work Out,0, 489 , -   , -   ,Trap
Start This shit Off Right,0, 490 , -   , -   ,East Coast
Used 2,0, 491 , -   , -   ,Trap
Rap Devil,0, 492 , 13 , 4 ,Beef
Demon,0, 493 , -   , -   ,Trap
Perfect Strangers,0, 494 , -   , -   ,East Coast
Dope New Gospel,0, 495 , -   , -   ,East Coast
Head Above Water,0, 496 , 64 , 2 ,Piano
Perfect,0, 497 , 1 , 57 ,Adult Contemporary
Nice For What,0, 498 , 1 , 25 ,Bounce
Barbie Dreams,0, 500 , 18 , 7 ,Rap
All Girls Are The Same,0, 501 , 41 , 20 ,Emo Rap
Fall,0, 502 , 12 , 4 ,Rap
Life Changes,0, 503 , 36 , 14 ,Country
Hooked,0, 504 , 48 , 11 ,Country
Stargazing,0, 505 , 8 , 8 ,Psychedelic
Lean Wit Me,0, 506 , 68 , 8 ,Alternative
Self Care,0, 507 , 33 , 3 ,R&;B
OTW,0, 508 , 57 , 18 ,Electro-Pop
Remind Me To Forget,0, 509 , 63 , 11 ,Scandinavia
The Ringer,0, 510 , 8 , 4 ,Beef
Apeshit,0, 511 , 13 , 15 ,Trap
Hopeless Romantic,0, 512 , 72 , 7 ,R&;B
Solo,0, 513 , 58 , 13 ,Dance-Pop
Vaina Loca,0, 514 , 94 , 2 ,Latin Urban
Pretty Little Fears,0, 515 , -   , -   ,R&;B
Mercy,0, 516 , 29 , 20 ,Country
Side Effects,0, 517 , 66 , 6 ,Nu Disco
Cry Pretty,0, 518 , 48 , 12 ,Country
Not Alike,0, 519 , 24 , 3 ,Beef
Mine,0, 520 , 11 , 34 ,Synth-Pop
Hurt Feelings,0, 521 , -   , -   ,Rap
Greatest,0, 522 , 23 , 2 ,Rap
Come Back To Earth,0, 523 , -   , -   ,Conscious Hip-Hop
Feels Like Summer,0, 524 , 54 , 2 ,Alternative R&;B
I'm Upset,0, 525 , 7 , 16 ,Trap
Narcos,0, 526 , 36 , 15 ,Motown
Normal,0, 527 , -   , -   ,Trap
Stepping Stone,0, 528 , -   , -   ,Rap
Nice Guy,0, 529 , -   , -   ,Canada
Good Guy,0, 530 , -   , -   ,Canada
I Am Who They Say I Am,0, 531 , 69 , 2 ,Rap
1942,0, 532 , 70 , 8 ,Rap
Summertime Magic,0, 533 , 44 , 5 ,Alternative R&;B
Friends,0, 534 , 11 , 29 ,Pop-Rock
Never Be The Same,0, 535 , 6 , 37 ,Tropical House
One Kiss,0, 536 , 26 , 21 ,UK
Moonlight,0, 537 , 13 , 20 ,Emo Rap
Get Along,0, 538 , 22 , 21 ,Country
Unica,0, 539 , -   , -   ,Latin Urban
Changes,0, 540 , 18 , 20 ,Piano
Happy Now,0, 541 , -   , -   ,Electro
Level Up,0, 542 , 59 , 6 ,Dance
Taking A Walk,0, 543 , 46 , 3 ,Rap
Don't Go Breaking My Heart,0, 544 , 63 , 10 ,Power Pop
Mob Ties,0, 545 , 13 , 8 ,Trap
Wasted,0, 546 , 67 , 6 ,Alternative
In My Blood,0, 548 , 11 , 23 ,Producer
Sweetener,0, 549 , -   , -   ,R&;B
Everytime,0, 550 , -   , -   ,Trap
R.E.M,0, 551 , -   , -   ,Doo-Wop
Kiss Somebody,0, 552 , 53 , 8 ,Country
Goodnight N Go,0, 553 , -   , -   ,Trap
Made For Now,0, 554 , -   , -   ,Afrobeats
The Light Is Coming,0, 555 , 89 , 2 ,Rap
Bed,0, 556 , 42 , 10 ,Pop
Growing Pains,0, 557 , 65 , 8 ,Pop
Take Back Home Girl,0, 558 , 55 , 12 ,Country
Pete Davidson,0, 559 , -   , -   ,Trap
Chun,0, 560 , 10 , 16 ,Hip-Hop
Rich Sex,0, 561 , 56 , 2 ,Trap
Majesty,0, 562 , -   , -   ,Hip-Hop
Be Careful,0, 563 , 11 , 20 ,R&;B
Stop Trying To Be God,0, 564 , 27 , 2 ,Motown
Can't Say,0, 565 , 38 , 2 ,Trap
No Bystanders,0, 566 , 31 , 2 ,Memes
Carousel,0, 567 , 24 , 2 ,West Coast
Album Of The Year,0, 568 , -   , -   ,Freestyle
Have It All,0, 569 , -   , -   ,Adult Contemporary
Nevermind,0, 570 , 86 , 4 ,Alternative R&;B
Thought I Knew You,0, 571 , -   , -   ,Trap
NC,0, 572 , -   , -   ,Trap
Skeletons,0, 573 , -   , -   ,Cloud Rap
Astrothunder,0, 574 , -   , -   ,Trap
Butterfly Effect,0, 575 , 50 , 23 ,Trap
Houstonfornication,0, 576 , -   , -   ,Trap
Coffee Bean,0, 577 , -   , -   ,Cloud Rap
Could've Been,0, 578 , -   , -   ,R&;B
Up Down,0, 579 , 49 , 20 ,Country
I Was Jack,0, 580 , 43 , 11 ,Country
Coming Home,0, 581 , 50 , 7 ,Alternative Country
Handgun,0, 582 , 98 , 2 ,Trap
Whatever It Takes,0, 583 , 12 , 27 ,Indie Rock
Look Alive,0, 584 , 5 , 25 ,Hip-Hop
Sober,0, 585 , 47 , 3 ,Ballad
Sit Next To Me,0, 586 , 42 , 20 ,Adult Contemporary
One Number Away,0, 587 , 34 , 20 ,Country
Don't Matter To Me,0, 588 , 9 , 5 ,Pop
Ocean,0, 589 , 76 , 3 ,R&;B
One Day,0, 590 , -   , -   ,DMV
Freaky Friday,0, 591 , 8 , 20 ,Hip-Hop
Praise The Lord,0, 592 , 45 , 8 ,East Coast
Ball For Me,0, 593 , 16 , 14 ,Pop
Call Out My Name,0, 594 , 4 , 18 ,Canada
All Mine,0, 595 , 11 , 9 ,Experimental
Karma,0, 596 , 63 , 2 ,YouTube
X,0, 597 , 41 , 21 ,Afrobeats
I Might Need Security,0, 598 , -   , -   ,Rap
Emotionless,0, 599 , 8 , 4 ,Trap
Can't Take A Joke,0, 600 , 18 , 4 ,Trap
Elevate,0, 601 , 14 , 3 ,Trap
Fr Fr,0, 602 , -   , -   ,Rap
Blue Tint,0, 603 , 30 , 3 ,Trap
After Dark,0, 604 , 41 , 3 ,R&;B
Everything's Gonna Be Alright,0, 605 , 66 , 13 ,Country
Zombie,0, 606 , 54 , 18 ,Alternative Metal
8 Out Of 10,0, 607 , 21 , 3 ,Canada
31 Days,0, 608 , 65 , 2 ,Rap
Talk Up,0, 609 , 20 , 3 ,Trap
Wifi Lit,0, 610 , -   , -   ,Rap
Jocelyn Flores,0, 611 , 19 , 20 ,Emo Rap
Sandra's Rose,0, 612 , 27 , 2 ,Canada
Summer Games,0, 613 , 28 , 2 ,R&;B
Jaded,0, 614 , 32 , 2 ,Canada
That's How You Feel,0, 615 , 37 , 2 ,Canada
Survival,0, 616 , 17 , 2 ,Canada
Cuddle My Wrist,0, 617 , -   , -   ,Rap
Millidelphia,0, 618 , -   , -   ,Rap
Racks Blue,0, 619 , -   , -   ,Rap
Finesse,0, 620 , 42 , 2 ,R&;B
Drug Addicts,0, 621 , -   , -   ,Trap
KOD,0, 622 , 10 , 12 ,Rap
Peak,0, 623 , 38 , 2 ,R&;B
Legends,0, 624 , 65 , 2 ,Hip-Hop
Is There More,0, 625 , 36 , 2 ,Canada
Ratchet Happy Birthday,0, 626 , -   , -   ,R&;B
Final Fantasy,0, 627 , -   , -   ,R&;B
44269,0, 628 , -   , -   ,Canada
Done For Me,0, 629 , 53 , 9 ,Dance-Pop
Esskeetit,0, 630 , 24 , 12 ,Trap
Everybody Dies In Their Nightmares,0, 631 , 42 , 7 ,Hip-Hop
Yikes,0, 632 , 8 , 5 ,Experimental
Downtown's Dead,0, 633 , 94 , 2 ,Country
Japan,0, 634 , 28 , 15 ,Cloud Rap
Me Niego,0, 635 , 77 , 3 ,Latin Music
I Lived It,0, 636 , 63 , 18 ,Country
Plug Walk,0, 637 , 13 , 20 ,Trap
Walk It Talk It,0, 638 , 10 , 22 ,Motown
Rockstar,0, 639 , 1 , 41 ,Memes
fuck Love,0, 640 , 28 , 21 ,Hip-Hop
Havana,0, 641 , 1 , 46 ,World Music
New Rules,0, 642 , 6 , 48 ,Power Pop
Wait,0, 643 , 24 , 24 ,R&;B
Dura,0, 644 , 43 , 21 ,Latin Urban
Say Amen,0, 645 , 60 , 3 ,Pop
Hope,0, 646 , 70 , 2 ,R&;B
TATI,0, 647 , 46 , 5 ,Beef
Fake Love,0, 648 , 10 , 6 ,Boy Band
I Know You,0, 649 , 79 , 3 ,Rap
Numb,0, 650 , 80 , 3 ,Alternative
Powerglide,0, 651 , 28 , 17 ,Trap
Life Goes On,0, 652 , 74 , 6 ,East Coast
Overdose,0, 653 , 42 , 9 ,Rap
"Woman, Amen",0, 654 , 53 , 12 ,Country
Born To Be Yours,0, 655 , 74 , 2 ,Electro-Pop
Boss,0, 656 , 77 , 2 ,R&;B
Sativa,0, 657 , 74 , 16 ,Rap
DDU,0, 658 , -   , -   ,Pop
IDGAF,0, 659 , 49 , 23 ,Power Pop
Pray For Me,0, 660 , 7 , 20 ,Easy Listening
Summer,0, 661 , -   , -   ,R&;B
Welcome To The Party,0, 662 , 78 , 4 ,Marvel
Dame Tu Cosita,0, 663 , 36 , 9 ,En Espa\xc3\xb1ol
Reborn,0, 664 , 39 , 2 ,Rap
Nice,0, 665 , -   , -   ,Rap
4th Dimension,0, 666 , -   , -   ,Experimental
Feel The Love,0, 667 , -   , -   ,East Coast
Ghost Town,0, 668 , 16 , 2 ,Canada
You Make It Easy,0, 669 , 28 , 20 ,Country
Fire,0, 670 , -   , -   ,Rap
Cudi Montage,0, 671 , -   , -   ,Experimental
KIDS SEE GHOSTS,0, 672 , -   , -   ,Rap
Violent Crimes,0, 673 , 27 , 2 ,Rap
El Farsante,0, 674 , 49 , 20 ,Latin Urban
Wouldn't Leave,0, 675 , 24 , 2 ,Rap
Babe,0, 676 , 72 , 2 ,Country
Drip,0, 677 , 21 , 10 ,Trap
Singles You Up,0, 678 , 50 , 19 ,Country
I Thought About Killing You,0, 679 , -   , -   ,Experimental
No Mistakes,0, 680 , -   , -   ,Hip-Hop
